charge,line,phase,repl,compound,is_standard,was_imputed,peak_area,n_peak_area
negative,ap6,s,r2,Pyruvate,FALSE,FALSE,803672.2693558566,8.565505032701046e-4
negative,ap6,s,r2,Adenine,FALSE,FALSE,1185785.852254919,0.0012638055426916655
negative,ap6,s,r2,Acetyl leucine,FALSE,FALSE,27962.132702368293,2.9801922689102767e-5
negative,ap6,s,r2,Phenylethanolamine,FALSE,FALSE,1561348.4361600291,0.0016640785551114872
negative,ap6,s,r2,1-Methyladenosine,FALSE,FALSE,69032.68742929987,7.357474609276653e-5
negative,ap6,s,r2,3 4-Dimethoxyphenylacetic acid,FALSE,FALSE,536025.9625416788,5.712942022360839e-4
negative,ap6,s,r2,Hydroxy-methoxycinnamic acid,FALSE,FALSE,287495.75189918786,3.064117555961457e-4
negative,ap6,s,r2,4-Hydroxy-3-methylbenzoic acid,FALSE,FALSE,463652.45749710733,4.941588268684165e-4
negative,ap6,s,r2,Phenylacetylglycine,FALSE,FALSE,21659.749236641706,2.3084869065122385e-5
negative,ap6,s,r2,Leucic acid,FALSE,FALSE,694528.9481698871,7.402260134810734e-4
negative,ap6,s,r2,Phenylpropanolamine,FALSE,FALSE,41414.734437008294,4.413964868198009e-5
negative,ap6,s,r2,Acetyl-Phenylalanine,FALSE,FALSE,13760.180363065707,1.4665541993278e-5
negative,ap6,s,r2,2-hydroxy pyridine,FALSE,FALSE,31983.866349851694,3.408826938927103e-5
negative,ap6,s,r2,Phenyllactic acid,FALSE,FALSE,111198.17407897105,1.1851454330556872e-4
negative,ap6,s,r2,Hydroxyoctanoic acid,FALSE,FALSE,632447.4082004519,6.740597709314538e-4
negative,ap6,s,r2,Cresol,FALSE,FALSE,44122.01461778537,4.702505644053869e-5
negative,ap6,s,r2,Hydroxyphenyl pyruvate,FALSE,FALSE,119929.89461166691,1.278207740937594e-4
negative,ap6,s,r2,3-Phenylbutyric acid,FALSE,FALSE,181090.28081394706,1.9300525485697545e-4
negative,ap6,s,r2,Pyridoxic acid,FALSE,FALSE,31752.69659394119,3.3841889641809206e-5
negative,ap6,s,r2,2 3-dihydroxybenzoic acid,FALSE,FALSE,50232.83437185975,5.353794227140174e-5
negative,ap6,s,r2,5- Methylthioadenosine,FALSE,FALSE,683862.5307755104,7.288577909659864e-4
negative,ap6,s,r2,Methylphenyllactate,FALSE,FALSE,1014402.1103380494,0.001081145475909882
negative,ap6,s,r2,Phenyl-pyruvate,FALSE,FALSE,152078.8003035849,1.620849417153031e-4
negative,ap6,s,r2,Undecanoic acid,FALSE,FALSE,147558.93304905389,1.5726768632501122e-4
negative,ap6,s,r2,6-Phosphogluconate,FALSE,FALSE,8116.425238692786,8.650451667977316e-6
negative,ap6,s,r2,CDP,FALSE,FALSE,151046.47353820305,1.6098469221791065e-4
negative,ap6,s,r2,Carbamoyl phosphate,FALSE,FALSE,2074161.1050336016,0.0022106321272025125
negative,ap6,s,r2,Citrulline,FALSE,FALSE,7359.461354208956,7.843682763618339e-6
negative,ap6,s,r2,Cytosine,FALSE,FALSE,84506.47161020075,9.006663978254979e-5
negative,ap6,s,r2,N-acetyl-glutamine,FALSE,FALSE,1587.4272430575904,1.6918732371286902e-6
negative,ap6,s,r2,Orotate,FALSE,FALSE,769658.8533847115,8.202991484841907e-4
negative,ap6,s,r2,Phosphoenolpyruvate,FALSE,FALSE,9240321.603129093,0.00984829565648888
negative,ap6,s,r2,Thymine,FALSE,FALSE,145717.2095180769,1.5530478518048483e-4
negative,ap6,s,r2,UDP,FALSE,FALSE,54429.85396535248,5.80111079909581e-5
negative,ap6,s,r2,Xylose-5-phosphate,FALSE,FALSE,20315.479745196306,2.1652152330537177e-5
negative,ap6,s,r2,Ribulose-5-phosphate,FALSE,FALSE,11996.447822725699,1.278576331648859e-5
negative,ap6,s,r2,Succinyl-CoA,FALSE,FALSE,80450.96133355243,8.574429409397152e-5
negative,ap6,s,r2,Coenzyme A,FALSE,FALSE,3335305.6856276677,0.0035547546836147423
negative,ap6,s,r2,Acetyl CoA,FALSE,FALSE,627120.6288490542,6.683825120434428e-4
negative,ap6,s,r2,Propionyl CoA,FALSE,FALSE,213894.82050285398,2.2796819441764797e-4
negative,ap6,s,r2,Butyryl CoA,FALSE,FALSE,310012.0641342928,3.304095458797696e-4
negative,ap6,s,r2,Itaconic acid,FALSE,FALSE,383675.32461368275,4.0891953713119097e-4
negative,ap6,s,r2,NegIS_Alanine-2H4-15N,TRUE,FALSE,81201921.6637672,0.08654466443559958
negative,ap6,s,r2,NegIS_Glucose-2H7-13C6,TRUE,FALSE,13263733.994740397,0.014136431555043663
negative,ap6,s,r2,NegIS_Glutamine-2H5-15N2,TRUE,FALSE,15701908.624882782,0.016735027756680346
negative,ap6,s,r2,NegIS_Glycine-13C2_15N1,TRUE,FALSE,2199311.554099408,0.0023440169461383643
negative,ap6,s,r2,NegIS_Inosine-15N4,TRUE,FALSE,1268763.29695542,0.0013522425520652098
negative,ap6,s,r2,NegIS_Lysine-2H8,TRUE,FALSE,152575.82961341908,1.6261467345013038e-4
negative,ap6,s,r2,NegIS_Malate-2H3,TRUE,FALSE,12956161.73726009,0.013808622344769636
negative,ap6,s,r2,NegIS_Serine-13C3-15N1,TRUE,FALSE,577319.4791231238,6.15304657440639e-4
negative,ap6,s,r2,NegIS_Thymine-2H4,TRUE,FALSE,2333722.448461401,0.002487271508477595
negative,rel606,s,r1,GTP,FALSE,FALSE,1296.2326113133397,1.9352309551850465e-6
negative,rel606,s,r1,CTP,FALSE,FALSE,979.4806995245298,1.4623311843741035e-6
negative,rel606,s,r1,UTP,FALSE,FALSE,3960.1483519822186,5.9123660452548645e-6
negative,rel606,s,r1,Fructose-1 6-bisphosphate,FALSE,FALSE,22727.290503225508,3.3931067406769e-5
negative,rel606,s,r1,Thiamine pyrophosphate,FALSE,FALSE,208539.16068798988,3.113418344897286e-4
negative,rel606,s,r1,ATP,FALSE,FALSE,39102.2940160557,5.8378387596611486e-5
negative,rel606,s,r1,Glutathione disulfide,FALSE,FALSE,258781.9959766989,3.863526691796988e-4
negative,rel606,s,r1,Lysine,FALSE,FALSE,2140932.1824819604,0.0031963385246827664
negative,rel606,s,r1,"NADP+",FALSE,FALSE,295482.3745493221,4.4114507916912914e-4
negative,rel606,s,r1,Pyridoxamine 5-phosphate,FALSE,FALSE,25177.110784814507,3.758856529888548e-5
negative,rel606,s,r1,Arginine,FALSE,FALSE,101331.25122853,1.51284092371659e-4
negative,rel606,s,r1,Ornithine,FALSE,FALSE,7766.8807065489345,1.1595687253473685e-5
negative,rel606,s,r1,"NADPH",FALSE,TRUE,2421.6704562553,3.615471165668336e-6
negative,rel606,s,r1,Glucose-6-phosphate,FALSE,FALSE,7816.480291337867,1.1669737737167823e-5
negative,rel606,s,r1,ADP,FALSE,FALSE,1030561.9598674591,0.0015385937589943676
negative,rel606,s,r1,Isocitrate,FALSE,FALSE,429094638.4121984,0.6406236193346998
negative,rel606,s,r1,GMP,FALSE,FALSE,737726.1769821118,0.0011013999506613188
negative,rel606,s,r1,CMP,FALSE,FALSE,599864.9407735318,8.955778401061714e-4
negative,rel606,s,r1,Aconitate,FALSE,FALSE,4094754.921434947,0.00611332904965903
negative,rel606,s,r1,UDP-D-Glucose,FALSE,FALSE,63358.795833268254,9.459251519336329e-5
negative,rel606,s,r1,UMP,FALSE,FALSE,3271306.1549063674,0.0048839482046728385
negative,rel606,s,r1,"NAD+",FALSE,FALSE,2571871.6030698316,0.00383971634071085
negative,rel606,s,r1,ADP-D-Glucose,FALSE,TRUE,974.9161799034947,1.4555165126947462e-6
negative,rel606,s,r1,Dihydroxyacetone phosphate,FALSE,TRUE,122.9836541652599,1.8361038940475392e-7
negative,rel606,s,r1,UDP-N-acetyl-glucosamine,FALSE,FALSE,79931.602640881,1.1933514893708477e-4
negative,rel606,s,r1,5-Aminoimidazole-4-carboxamide ribonucleotide,FALSE,FALSE,854.9657813550582,1.2764346701830673e-6
negative,rel606,s,r1,Glycerol-3-phosphate,FALSE,FALSE,102312.33628820108,1.5274881881085988e-4
negative,rel606,s,r1,AMP,FALSE,FALSE,8293344.332793874,0.012381679441446723
negative,rel606,s,r1,Deoxyribose phosphate,FALSE,FALSE,972.1895228995191,1.4514457070444244e-6
negative,rel606,s,r1,N-carbomoyl-L-aspartate,FALSE,FALSE,109759.42960343594,1.638670744264103e-4
negative,rel606,s,r1,Tartaric acid,FALSE,FALSE,92836.51073809245,1.3860173535496404e-4
negative,rel606,s,r1,Malate,FALSE,FALSE,2727364.0417209878,0.004071861233493669
negative,rel606,s,r1,Aminoadipic acid,FALSE,FALSE,70566.89221223151,1.0535395655718881e-4
negative,rel606,s,r1,Galacturonic acid,FALSE,FALSE,34731.82114152801,5.185342107303895e-5
negative,rel606,s,r1,"NADH",FALSE,FALSE,13844.00863362991,2.06686313998108e-5
negative,rel606,s,r1,Glutathione,FALSE,FALSE,844932.0376811979,0.0012614546340502216
negative,rel606,s,r1,Aspartate,FALSE,FALSE,354507.5450659647,5.292676399826144e-4
negative,rel606,s,r1,Glutamate,FALSE,FALSE,980594.0501436373,0.001463993378769821
negative,rel606,s,r1,Malonic acid,FALSE,FALSE,5545487.038177752,0.008279222482287027
negative,rel606,s,r1,2-Hydroxyglutarate,FALSE,FALSE,16730721.039202223,0.024978394290531506
negative,rel606,s,r1,N-Acetylaspartate,FALSE,FALSE,115272.61364095991,1.7209806963354243e-4
negative,rel606,s,r1,FAD,FALSE,FALSE,42942.86104562199,6.411222281739744e-5
negative,rel606,s,r1,Glucuronic acid,FALSE,FALSE,13712.481230503907,2.047226548541936e-5
negative,rel606,s,r1,Succinate,FALSE,FALSE,6101774.439057745,0.00910974054576303
negative,rel606,s,r1,N-acetyl-glutamate,FALSE,FALSE,121257.25359512905,1.8103293239957852e-4
negative,rel606,s,r1,Inositol,FALSE,FALSE,47462.30591528346,7.085959943459234e-5
negative,rel606,s,r1,Glycerophosphocholine (+HAc),FALSE,FALSE,144515.51951674695,2.1575672794568526e-4
negative,rel606,s,r1,Acetyllysine,FALSE,FALSE,19461.031680402215,2.9054654696268285e-5
negative,rel606,s,r1,N-acetyl-L-ornithine,FALSE,FALSE,19277.863464320595,2.8781190814343555e-5
negative,rel606,s,r1,Fumarate,FALSE,FALSE,139794.50524867405,2.0870841511070102e-4
negative,rel606,s,r1,a-ketoglutarate,FALSE,FALSE,41458.68479882588,6.189639844244975e-5
negative,rel606,s,r1,Asparagine,FALSE,FALSE,313377.2268425188,4.6786148160647456e-4
negative,rel606,s,r1,Serine,FALSE,FALSE,111732.06949086409,1.6681215831047935e-4
negative,rel606,s,r1,S-adenosyl-L-homocysteine,FALSE,FALSE,5076.850803319186,7.5795646118522006e-6
negative,rel606,s,r1,Glutamine,FALSE,FALSE,52093.23498455943,7.777341814884993e-5
negative,rel606,s,r1,Histidine,FALSE,FALSE,62203.34770780005,9.286747066046033e-5
negative,rel606,s,r1,Methionine sulfoxide,FALSE,FALSE,5960.235602655817,8.898427903899809e-6
negative,rel606,s,r1,Glycine,FALSE,FALSE,108381.96966906096,1.6181057385601593e-4
negative,rel606,s,r1,Threonine,FALSE,FALSE,49530.3864008682,7.39471728674677e-5
negative,rel606,s,r1,Alanine,FALSE,FALSE,1040014.8799753005,0.0015527066454083661
negative,rel606,s,r1,Threonic acid,FALSE,FALSE,226856.7807101211,3.3868941468695034e-4
negative,rel606,s,r1,Glucose,FALSE,FALSE,49520.63219246998,7.393261016794077e-5
negative,rel606,s,r1,Thiamine,FALSE,FALSE,18239227.821880586,0.027230543323402953
negative,rel606,s,r1,Proline,FALSE,FALSE,68963.09698198317,1.0295954513113307e-4
negative,rel606,s,r1,Sorbitol,FALSE,FALSE,1040773.6594699807,0.001553839477242289
negative,rel606,s,r1,Pipecolic acid,FALSE,FALSE,13164.498088124998,1.965414539586478e-5
negative,rel606,s,r1,Pyridoxamine,FALSE,FALSE,3917.4708656626776,5.848650017827209e-6
negative,rel606,s,r1,Valine,FALSE,FALSE,175578.28198795588,2.6213236991239747e-4
negative,rel606,s,r1,Tyrosine,FALSE,FALSE,430294.52053471975,6.424150023054798e-4
negative,rel606,s,r1,Glycerate,FALSE,FALSE,149321.9942083601,2.2293263027011362e-4
negative,rel606,s,r1,Acetyl glycine,FALSE,FALSE,37469.070452053405,5.594004067476349e-5
negative,rel606,s,r1,Methionine,FALSE,FALSE,89269.95787633739,1.3327699391493884e-4
negative,rel606,s,r1,Pantothenate,FALSE,FALSE,19988.730588637405,2.9842491118003883e-5
negative,rel606,s,r1,Isoleucine,FALSE,FALSE,240977.8163944651,3.5977163799864984e-4
negative,rel606,s,r1,D-Xylose,FALSE,FALSE,184240.8023950489,2.7506521660628164e-4
negative,rel606,s,r1,Xanthine,FALSE,FALSE,855981.7857275713,0.0012779515299620376
negative,rel606,s,r1,Lactate,FALSE,FALSE,16540080.873521388,0.024693775043409374
negative,rel606,s,r1,N-Acetyl-L-alanine,FALSE,FALSE,53705.08214436569,8.017985083034503e-5
negative,rel606,s,r1,Leucine,FALSE,FALSE,220509.8641835011,3.292136853887608e-4
negative,rel606,s,r1,Pterin,FALSE,FALSE,15786.587481894489,2.356883518055072e-5
negative,rel606,s,r1,Phenylalanine,FALSE,FALSE,466810.5709313429,6.969322166325e-4
negative,rel606,s,r1,Guanine,FALSE,FALSE,153203.31801139496,2.287273139597326e-4
negative,rel606,s,r1,Tryptophan,FALSE,FALSE,104441.10376765691,1.5592699584997952e-4
negative,rel606,s,r1,Acetylcholine,FALSE,FALSE,4920.248682233872,7.345763001148336e-6
negative,rel606,s,r1,2-Hydroxybutyric acid,FALSE,FALSE,1402242.4026932188,0.002093499947988113
negative,rel606,s,r1,Nicotinate,FALSE,FALSE,52196.27557983851,7.792725423342639e-5
negative,rel606,s,r1,5-Methylcytosine,FALSE,FALSE,2868.6486661279796,4.282794345542962e-6
negative,rel606,s,r1,Creatinine,FALSE,FALSE,63833.27969723105,9.530090337405122e-5
negative,rel606,s,r1,Hypoxanthine,FALSE,FALSE,56935.284291048614,8.500243215657189e-5
negative,rel606,s,r1,Acetyl-Methionine,FALSE,TRUE,1019.7628822297088,1.5224711054292436e-6
negative,rel606,s,r1,Uridine,FALSE,FALSE,13309.380094718099,1.987044927648094e-5
negative,rel606,s,r1,Hydroxyphenyllactic acid,FALSE,FALSE,14566.648597889705,2.174750815085353e-5
negative,rel606,s,r1,2-Hydroxy-3-methylbutyric acid,FALSE,FALSE,1389722.36779023,0.002074807964085847
negative,rel606,s,r1,Pyruvate,FALSE,FALSE,447302.34244026686,6.678070987121121e-4
negative,rel606,s,r1,Adenine,FALSE,FALSE,1146841.0722353708,0.0017121944968031674
negative,rel606,s,r1,Acetyl leucine,FALSE,FALSE,62248.59367679435,9.293502134467463e-5
negative,rel606,s,r1,Phenylethanolamine,FALSE,FALSE,944683.4084375219,0.001410380018911654
negative,rel606,s,r1,1-Methyladenosine,FALSE,FALSE,27257.00930358591,4.0693782651110355e-5
negative,rel606,s,r1,3 4-Dimethoxyphenylacetic acid,FALSE,FALSE,364985.1767779078,5.449103857745418e-4
negative,rel606,s,r1,Hydroxy-methoxycinnamic acid,FALSE,FALSE,241017.19477400594,3.5983042857249233e-4
negative,rel606,s,r1,4-Hydroxy-3-methylbenzoic acid,FALSE,FALSE,391951.1415930743,5.851696489586911e-4
negative,rel606,s,r1,Phenylacetylglycine,FALSE,FALSE,23845.604846915496,3.560067247351976e-5
negative,rel606,s,r1,Leucic acid,FALSE,FALSE,967803.8952239897,0.001444898114921278
negative,rel606,s,r1,Phenylpropanolamine,FALSE,FALSE,22646.695885573,3.3810742399095876e-5
negative,rel606,s,r1,Acetyl-Phenylalanine,FALSE,FALSE,29236.49596741088,4.3649088538167725e-5
negative,rel606,s,r1,2-hydroxy pyridine,FALSE,FALSE,29864.297910094807,4.4586375366629994e-5
negative,rel606,s,r1,Phenyllactic acid,FALSE,FALSE,126275.61680909601,1.8852517704090948e-4
negative,rel606,s,r1,Hydroxyoctanoic acid,FALSE,FALSE,540303.6804697698,8.066549155757597e-4
negative,rel606,s,r1,Cresol,FALSE,FALSE,35699.66458084008,5.329837822593125e-5
negative,rel606,s,r1,Hydroxyphenyl pyruvate,FALSE,FALSE,83449.79119983736,1.2458768412717836e-4
negative,rel606,s,r1,3-Phenylbutyric acid,FALSE,FALSE,138238.99146694507,2.063860862359716e-4
negative,rel606,s,r1,Pyridoxic acid,FALSE,FALSE,26934.623300768577,4.0212471375089956e-5
negative,rel606,s,r1,2 3-dihydroxybenzoic acid,FALSE,FALSE,118899.04755041008,1.7751221142973597e-4
negative,rel606,s,r1,5- Methylthioadenosine,FALSE,FALSE,272068.598676672,4.061891125848536e-4
negative,rel606,s,r1,Methylphenyllactate,FALSE,FALSE,179968.76040495906,2.686872040266601e-4
negative,rel606,s,r1,Phenyl-pyruvate,FALSE,FALSE,188282.14794126502,2.8109880728543644e-4
negative,rel606,s,r1,Undecanoic acid,FALSE,FALSE,216743.6626361849,3.2359087528953986e-4
negative,rel606,s,r1,6-Phosphogluconate,FALSE,FALSE,5551.108701064191,8.287615432705417e-6
negative,rel606,s,r1,CDP,FALSE,FALSE,25197.862015808216,3.761954617702936e-5
negative,rel606,s,r1,Carbamoyl phosphate,FALSE,FALSE,1693804.7303620002,0.002528792531237306
negative,rel606,s,r1,Citrulline,FALSE,FALSE,9014.869530379632,1.3458891883972159e-5
negative,rel606,s,r1,Cytosine,FALSE,FALSE,60060.178648067915,8.966779255454831e-5
negative,rel606,s,r1,N-acetyl-glutamine,FALSE,FALSE,1136.5648818743205,1.6968524960584635e-6
negative,rel606,s,r1,Orotate,FALSE,FALSE,88566.20868787865,1.322263204460683e-4
negative,rel606,s,r1,Phosphoenolpyruvate,FALSE,FALSE,1814280.5023897695,0.002708658738384903
negative,rel606,s,r1,Thymine,FALSE,FALSE,182273.8267274781,2.7212858920873297e-4
negative,rel606,s,r1,UDP,FALSE,FALSE,126524.91027268893,1.888973636557652e-4
negative,rel606,s,r1,Xylose-5-phosphate,FALSE,FALSE,11741.445703221509,1.7529576856175858e-5
negative,rel606,s,r1,Ribulose-5-phosphate,FALSE,FALSE,4098.402016188903,6.118774037389432e-6
negative,rel606,s,r1,Succinyl-CoA,FALSE,FALSE,2915.333286708369,4.352492887370806e-6
negative,rel606,s,r1,Coenzyme A,FALSE,FALSE,448106.26245304,6.690073237956602e-4
negative,rel606,s,r1,Acetyl CoA,FALSE,FALSE,135208.3024260921,2.0186137115303887e-4
negative,rel606,s,r1,Propionyl CoA,FALSE,FALSE,20095.778318177297,3.000230971698048e-5
negative,rel606,s,r1,Butyryl CoA,FALSE,FALSE,93423.12657149372,1.394775327309069e-4
negative,rel606,s,r1,Itaconic acid,FALSE,FALSE,1147303.4593744795,0.0017128848249873781
negative,rel606,s,r1,NegIS_Alanine-2H4-15N,TRUE,FALSE,78044537.66654369,0.11651782547144311
negative,rel606,s,r1,NegIS_Glucose-2H7-13C6,TRUE,FALSE,10965094.322230998,0.01637051079698202
negative,rel606,s,r1,NegIS_Glutamine-2H5-15N2,TRUE,FALSE,16886761.257626116,0.02521135699977996
negative,rel606,s,r1,NegIS_Glycine-13C2_15N1,TRUE,FALSE,2274760.2983146487,0.003396139324456738
negative,rel606,s,r1,NegIS_Inosine-15N4,TRUE,FALSE,1159279.2923031303,0.0017307643339546518
negative,rel606,s,r1,NegIS_Lysine-2H8,TRUE,FALSE,175510.88379741815,2.6203174671906497e-4
negative,rel606,s,r1,NegIS_Malate-2H3,TRUE,FALSE,12193494.887868514,0.018204470827952023
negative,rel606,s,r1,NegIS_Serine-13C3-15N1,TRUE,FALSE,612767.8001103705,9.148413677948855e-4
negative,rel606,s,r1,NegIS_Thymine-2H4,TRUE,FALSE,2542697.8579210797,0.003796160936998749
negative,rel606,s,r2,GTP,FALSE,FALSE,1586.2652752786803,1.7017952058593971e-6
negative,rel606,s,r2,CTP,FALSE,TRUE,367.05364566125553,3.9378667882003404e-7
negative,rel606,s,r2,UTP,FALSE,FALSE,2845.3499525426996,3.052580790674331e-6
negative,rel606,s,r2,Fructose-1 6-bisphosphate,FALSE,FALSE,18493.709040525388,1.9840631875520003e-5
negative,rel606,s,r2,Thiamine pyrophosphate,FALSE,FALSE,375813.24432403117,4.031842513710344e-4
negative,rel606,s,r2,ATP,FALSE,FALSE,69154.66501623027,7.419129651360337e-5
negative,rel606,s,r2,Glutathione disulfide,FALSE,FALSE,315443.7340963032,3.384179448227313e-4
negative,rel606,s,r2,Lysine,FALSE,FALSE,3474755.609850533,0.0037278269470645826
negative,rel606,s,r2,"NADP+",FALSE,FALSE,464861.13217899826,4.98717622116268e-4
negative,rel606,s,r2,Pyridoxamine 5-phosphate,FALSE,FALSE,23759.82681638752,2.5490288414133113e-5
negative,rel606,s,r2,Arginine,FALSE,FALSE,224463.5584227881,2.4081155501997107e-4
negative,rel606,s,r2,Ornithine,FALSE,FALSE,15493.19618361541,1.66215874479656e-5
negative,rel606,s,r2,"NADPH",FALSE,FALSE,9178.930852040325,9.847445293267765e-6
negative,rel606,s,r2,Glucose-6-phosphate,FALSE,FALSE,5840.179337441415,6.265527810958876e-6
negative,rel606,s,r2,ADP,FALSE,FALSE,1830482.5025915792,0.0019637991172520553
negative,rel606,s,r2,Isocitrate,FALSE,FALSE,648491009.6070433,0.695721521734946
negative,rel606,s,r2,GMP,FALSE,FALSE,1019775.0456637504,0.001094046696231643
negative,rel606,s,r2,CMP,FALSE,FALSE,867134.830658569,9.302894797272792e-4
negative,rel606,s,r2,Aconitate,FALSE,FALSE,8455396.550599176,0.009071214971229697
negative,rel606,s,r2,UDP-D-Glucose,FALSE,FALSE,60437.87663018383,6.483965217198554e-5
negative,rel606,s,r2,UMP,FALSE,FALSE,4739313.460365312,0.005084484324034423
negative,rel606,s,r2,"NAD+",FALSE,FALSE,3958444.818377237,0.004246743920804715
negative,rel606,s,r2,ADP-D-Glucose,FALSE,TRUE,530.252230841821,5.688712464466753e-7
negative,rel606,s,r2,Dihydroxyacetone phosphate,FALSE,TRUE,347.80720937367187,3.7313849751357886e-7
negative,rel606,s,r2,UDP-N-acetyl-glucosamine,FALSE,FALSE,112155.20678141504,1.2032362820225616e-4
negative,rel606,s,r2,5-Aminoimidazole-4-carboxamide ribonucleotide,FALSE,FALSE,2844.1658958736707,3.051310497493094e-6
negative,rel606,s,r2,Glycerol-3-phosphate,FALSE,FALSE,72431.53669969128,7.77068273696581e-5
negative,rel606,s,r2,AMP,FALSE,FALSE,13647362.005352506,0.014641318570915786
negative,rel606,s,r2,Deoxyribose phosphate,FALSE,FALSE,1618.23480534242,1.7360931217527473e-6
negative,rel606,s,r2,N-carbomoyl-L-aspartate,FALSE,FALSE,164871.0570697101,1.7687884799527686e-4
negative,rel606,s,r2,Tartaric acid,FALSE,FALSE,148432.05701116502,1.592425724461954e-4
negative,rel606,s,r2,Malate,FALSE,FALSE,2164387.379021938,0.0023220227553648097
negative,rel606,s,r2,Aminoadipic acid,FALSE,FALSE,113588.56400806998,1.2186137885129358e-4
negative,rel606,s,r2,Galacturonic acid,FALSE,FALSE,58736.01653557318,6.301384321355455e-5
negative,rel606,s,r2,"NADH",FALSE,FALSE,85082.29673978426,9.127896005277793e-5
negative,rel606,s,r2,Glutathione,FALSE,FALSE,1819938.4676577384,0.0019524871454271208
negative,rel606,s,r2,Aspartate,FALSE,FALSE,625840.5553426868,6.714214030357912e-4
negative,rel606,s,r2,Glutamate,FALSE,FALSE,919277.3401154312,9.862296014698907e-4
negative,rel606,s,r2,Malonic acid,FALSE,FALSE,8508028.384344704,0.009127680055436998
negative,rel606,s,r2,2-Hydroxyglutarate,FALSE,FALSE,22608756.93654463,0.024255384496324264
negative,rel606,s,r2,N-Acetylaspartate,FALSE,FALSE,138973.9358927129,1.4909560306681997e-4
negative,rel606,s,r2,FAD,FALSE,FALSE,82310.87310796877,8.830568974072346e-5
negative,rel606,s,r2,Glucuronic acid,FALSE,FALSE,17552.41487708339,1.8830781934520948e-5
negative,rel606,s,r2,Succinate,FALSE,FALSE,9198119.777380053,0.009868031775023161
negative,rel606,s,r2,N-acetyl-glutamate,FALSE,FALSE,234505.79014028914,2.5158517659469164e-4
negative,rel606,s,r2,Inositol,FALSE,FALSE,33245.5004187206,3.566681696353446e-5
negative,rel606,s,r2,Glycerophosphocholine (+HAc),FALSE,FALSE,69280.5353882204,7.432633420178255e-5
negative,rel606,s,r2,Acetyllysine,FALSE,FALSE,39405.024987871206,4.227494836848633e-5
negative,rel606,s,r2,N-acetyl-L-ornithine,FALSE,FALSE,33612.85657432261,3.6060928184519625e-5
negative,rel606,s,r2,Fumarate,FALSE,FALSE,152526.8132647211,1.636355555556821e-4
negative,rel606,s,r2,a-ketoglutarate,FALSE,FALSE,32409.36078363318,3.476978010305675e-5
negative,rel606,s,r2,Asparagine,FALSE,FALSE,458311.43519704003,4.916909014930292e-4
negative,rel606,s,r2,Serine,FALSE,FALSE,122917.5611727289,1.3186981999774894e-4
negative,rel606,s,r2,S-adenosyl-L-homocysteine,FALSE,FALSE,11209.083528320005,1.2025456843730796e-5
negative,rel606,s,r2,Glutamine,FALSE,FALSE,59269.82017040574,6.358652451773854e-5
negative,rel606,s,r2,Histidine,FALSE,FALSE,99745.24268322269,1.0700982896808918e-4
negative,rel606,s,r2,Methionine sulfoxide,FALSE,FALSE,9428.365259552154,1.011504635942956e-5
negative,rel606,s,r2,Glycine,FALSE,FALSE,147101.33175735295,1.5781492860090254e-4
negative,rel606,s,r2,Threonine,FALSE,FALSE,59306.47444642081,6.362584837621848e-5
negative,rel606,s,r2,Alanine,FALSE,FALSE,1437852.3999855504,0.0015425732121627344
negative,rel606,s,r2,Threonic acid,FALSE,FALSE,174749.724228566,1.8747699237454414e-4
negative,rel606,s,r2,Glucose,FALSE,FALSE,64955.57792591595,6.968638400580888e-5
negative,rel606,s,r2,Thiamine,FALSE,FALSE,28272721.8716579,0.030331863962243417
negative,rel606,s,r2,Proline,FALSE,FALSE,101783.95145595407,1.0919701976753995e-4
negative,rel606,s,r2,Sorbitol,FALSE,FALSE,1037919.3653216104,0.0011135124922044522
negative,rel606,s,r2,Pipecolic acid,FALSE,FALSE,23639.361920495114,2.5361049890476956e-5
negative,rel606,s,r2,Pyridoxamine,FALSE,FALSE,6621.56407369501,7.1038218963251856e-6
negative,rel606,s,r2,Valine,FALSE,FALSE,270388.7716411949,2.9008156609641267e-4
negative,rel606,s,r2,Tyrosine,FALSE,FALSE,584997.9311164427,6.27604153054871e-4
negative,rel606,s,r2,Glycerate,FALSE,FALSE,235354.15129942904,2.524953250900043e-4
negative,rel606,s,r2,Acetyl glycine,FALSE,FALSE,44413.85239762597,4.7648575721830664e-5
negative,rel606,s,r2,Methionine,FALSE,FALSE,132856.98588292312,1.4253314698625487e-4
negative,rel606,s,r2,Pantothenate,FALSE,FALSE,31989.772284709587,3.431963238373757e-5
negative,rel606,s,r2,Isoleucine,FALSE,FALSE,377830.07378874806,4.053479693617016e-4
negative,rel606,s,r2,D-Xylose,FALSE,FALSE,210264.83476662316,2.2557871835389778e-4
negative,rel606,s,r2,Xanthine,FALSE,FALSE,1320196.80724227,0.0014163485971544509
negative,rel606,s,r2,Lactate,FALSE,FALSE,9438464.748131698,0.010125881407964102
negative,rel606,s,r2,N-Acetyl-L-alanine,FALSE,FALSE,77876.1690366629,8.354799993589078e-5
negative,rel606,s,r2,Leucine,FALSE,FALSE,303668.29052282416,3.257848791353457e-4
negative,rel606,s,r2,Pterin,FALSE,FALSE,39915.29163535229,4.282237845343268e-5
negative,rel606,s,r2,Phenylalanine,FALSE,FALSE,674685.2095726841,7.238234821179712e-4
negative,rel606,s,r2,Guanine,FALSE,FALSE,243234.27494699621,2.609493692237341e-4
